date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-14,05:26:56,4.99,3.7,35.13,61.85,0.02,3.01,74.49
2025-01-14,05:27:06,4.99,3.7,35.14,62.06,0,3.18,72.58
2025-01-14,05:27:16,4.99,3.7,35.14,62.3,0.03,6.72,141.72
2025-01-14,05:27:26,4.99,3.7,35.13,62.31,0,3.61,38.86
2025-01-14,05:27:36,4.99,3.7,35.18,62.37,0.02,8.64,72.91
2025-01-14,05:27:46,4.99,3.7,35.14,62.55,0,5.91,292.23
2025-01-14,05:27:56,4.99,3.7,35.2,62.49,0.01,5.7,143.38
2025-01-14,05:28:06,4.99,3.7,35.18,62.4,0.01,6.8,34.42
2025-01-14,05:28:16,4.99,3.7,35.21,62.51,0.06,12.79,116.59
2025-01-14,05:28:26,4.99,3.7,35.23,62.67,0.02,11.9,128.76
2025-01-14,05:28:36,4.99,3.7,35.21,62.57,0,4.87,120.28
2025-01-14,05:28:46,4.99,3.7,35.23,62.43,0.05,5.29,28.33
2025-01-14,05:28:56,4.99,3.7,35.24,62.4,0,2.92,598.34
2025-01-14,05:29:06,4.99,3.7,35.26,62.16,0.02,1.01,39.28
2025-01-14,05:29:16,4.99,3.7,35.24,61.94,0,1.46,40.68
2025-01-14,05:29:26,4.99,3.7,35.27,62.22,0.08,4.99,197.39
2025-01-14,05:29:37,4.99,3.7,35.26,62.19,0,1.87,70.28
2025-01-14,05:29:47,4.99,3.7,35.28,62.11,0,3.06,59.35
2025-01-14,05:29:57,4.99,3.7,35.27,61.96,0.01,2.53,11.67
2025-01-14,05:30:07,4.99,3.7,35.3,62.06,0.02,6.53,129.42
2025-01-14,05:30:17,4.99,3.7,35.31,61.83,0.03,1.07,17.99
2025-01-14,05:30:27,4.99,3.7,35.33,61.81,0,4.14,198.97
2025-01-14,05:30:37,4.99,3.7,35.31,61.98,0.06,5.33,275.27
2025-01-14,05:30:47,4.99,3.7,35.33,61.79,0,3.95,88.2
2025-01-14,05:30:57,4.99,3.7,35.36,61.81,0.01,3.81,76.05
